twitter_id,date,day,tweet
292314008046944256,2013-01-18 16:54:25,Friday,b'MAS PINAAGANG #AGENTLEMANSDIGNITY PO SIMULA NGAYONG LUNES! 4PM sa @Abs-Cbn'
